"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2026","0.8656","0.8656","0.8690","0.8601","","0.00%"
"03/01/2026","0.8656","0.8482","0.8764","0.8475","","2.26%"
"02/01/2026","0.8465","0.8434","0.8517","0.8383","","0.31%"
"01/01/2026","0.8439","0.8517","0.8642","0.8279","","-0.88%"
"12/01/2025","0.8514","0.8624","0.8629","0.8469","","-1.28%"
"11/01/2025","0.8624","0.8669","0.8720","0.8579","","-0.52%"
"10/01/2025","0.8669","0.8523","0.8680","0.8490","","1.71%"
"09/01/2025","0.8523","0.8558","0.8615","0.8390","","-0.41%"
"08/01/2025","0.8558","0.8761","0.8779","0.8515","","-2.31%"
"07/01/2025","0.8760","0.8484","0.8772","0.8453","","3.25%"
"06/01/2025","0.8484","0.8816","0.8816","0.8483","","-3.72%"
"05/01/2025","0.8812","0.8827","0.9038","0.8758","","-0.17%"
"04/01/2025","0.8827","0.9245","0.9279","0.8640","","-4.52%"
"03/01/2025","0.9245","0.9632","0.9633","0.9128","","-4.08%"
"02/01/2025","0.9638","0.9720","0.9793","0.9498","","-0.12%"
"01/01/2025","0.9650","0.9659","0.9826","0.9494","","-0.08%"
"12/01/2024","0.9658","0.9455","0.9669","0.9407","","2.16%"
"11/01/2024","0.9454","0.9189","0.9677","0.9143","","2.90%"
"10/01/2024","0.9188","0.8981","0.9293","0.8973","","2.30%"
"09/01/2024","0.8981","0.9053","0.9089","0.8918","","-0.77%"
"08/01/2024","0.9051","0.9237","0.9280","0.8927","","-2.01%"
"07/01/2024","0.9237","0.9320","0.9338","0.9133","","-1.01%"
"06/01/2024","0.9331","0.9215","0.9376","0.9161","","1.19%"
"05/01/2024","0.9221","0.9376","0.9391","0.9178","","-1.63%"
"04/01/2024","0.9374","0.9269","0.9434","0.9186","","1.19%"
"03/01/2024","0.9264","0.9257","0.9288","0.9106","","0.12%"
"02/01/2024","0.9253","0.9247","0.9351","0.9176","","0.12%"
"01/01/2024","0.9242","0.9054","0.9264","0.9052","","2.01%"
"12/01/2023","0.9060","0.9184","0.9326","0.8976","","-1.35%"
"11/01/2023","0.9184","0.9457","0.9509","0.9076","","-2.84%"
"10/01/2023","0.9452","0.9463","0.9571","0.9351","","-0.05%"
"09/01/2023","0.9457","0.9225","0.9535","0.9189","","2.56%"
"08/01/2023","0.9221","0.9095","0.9289","0.9037","","1.41%"
"07/01/2023","0.9093","0.9165","0.9230","0.8868","","-0.76%"
"06/01/2023","0.9163","0.9355","0.9380","0.9081","","-2.03%"
"05/01/2023","0.9353","0.9061","0.9403","0.9015","","3.11%"
"04/01/2023","0.9071","0.9219","0.9270","0.9012","","-1.65%"
"03/01/2023","0.9223","0.9456","0.9510","0.9148","","-2.42%"
"02/01/2023","0.9452","0.9204","0.9495","0.9063","","2.68%"
"01/01/2023","0.9205","0.9344","0.9539","0.9149","","-1.46%"
"12/01/2022","0.9341","0.9609","0.9622","0.9314","","-2.77%"
"11/01/2022","0.9607","1.0120","1.0278","0.9526","","-5.01%"
"10/01/2022","1.0114","1.0204","1.0382","0.9906","","-0.85%"
"09/01/2022","1.0201","0.9945","1.0487","0.9805","","2.64%"
"08/01/2022","0.9939","0.9787","1.0101","0.9643","","1.59%"
"07/01/2022","0.9783","0.9541","1.0049","0.9536","","2.58%"
"06/01/2022","0.9537","0.9316","0.9654","0.9281","","2.39%"
"05/01/2022","0.9314","0.9478","0.9663","0.9270","","-1.78%"
"04/01/2022","0.9483","0.9038","0.9550","0.9028","","4.97%"
"03/01/2022","0.9034","0.8914","0.9255","0.8902","","1.39%"
"02/01/2022","0.8910","0.8902","0.9004","0.8698","","0.12%"
"01/01/2022","0.8899","0.8798","0.8992","0.8708","","1.19%"
"12/01/2021","0.8794","0.8820","0.8911","0.8782","","-0.28%"
"11/01/2021","0.8819","0.8651","0.8940","0.8608","","1.99%"
"10/01/2021","0.8647","0.8634","0.8677","0.8552","","0.17%"
"09/01/2021","0.8632","0.8468","0.8649","0.8397","","1.95%"
"08/01/2021","0.8467","0.8429","0.8574","0.8403","","0.52%"
"07/01/2021","0.8423","0.8432","0.8510","0.8396","","-0.12%"
"06/01/2021","0.8433","0.8178","0.8443","0.8160","","3.13%"
"05/01/2021","0.8177","0.8311","0.8343","0.8152","","-1.70%"
"04/01/2021","0.8318","0.8525","0.8538","0.8230","","-2.42%"
"03/01/2021","0.8524","0.8278","0.8544","0.8255","","2.95%"
"02/01/2021","0.8280","0.8238","0.8367","0.8168","","0.50%"
"01/01/2021","0.8239","0.8176","0.8296","0.8098","","0.66%"
"12/01/2020","0.8185","0.8383","0.8385","0.8123","","-2.34%"
"11/01/2020","0.8381","0.8577","0.8618","0.8330","","-2.35%"
"10/01/2020","0.8583","0.8533","0.8591","0.8417","","0.61%"
"09/01/2020","0.8531","0.8378","0.8612","0.8325","","1.84%"
"08/01/2020","0.8377","0.8486","0.8550","0.8357","","-1.31%"
"07/01/2020","0.8488","0.8903","0.8941","0.8397","","-4.64%"
"06/01/2020","0.8901","0.9011","0.9013","0.8755","","-1.20%"
"05/01/2020","0.9009","0.9128","0.9288","0.8971","","-1.27%"
"04/01/2020","0.9125","0.9065","0.9323","0.9058","","0.67%"
"03/01/2020","0.9064","0.9089","0.9402","0.8701","","-0.04%"
"02/01/2020","0.9068","0.9015","0.9280","0.9012","","0.61%"
"01/01/2020","0.9013","0.8918","0.9098","0.8907","","1.08%"
"12/01/2019","0.8917","0.9079","0.9089","0.8897","","-1.74%"
"11/01/2019","0.9075","0.8967","0.9107","0.8948","","1.23%"
"10/01/2019","0.8965","0.9174","0.9193","0.8945","","-2.27%"
"09/01/2019","0.9173","0.9100","0.9187","0.9001","","0.84%"
"08/01/2019","0.9097","0.9029","0.9122","0.8888","","0.78%"
"07/01/2019","0.9027","0.8795","0.9042","0.8791","","2.65%"
"06/01/2019","0.8794","0.8954","0.8964","0.8762","","-1.63%"
"05/01/2019","0.8940","0.8916","0.9003","0.8876","","0.27%"
"04/01/2019","0.8916","0.8914","0.9000","0.8829","","0.03%"
"03/01/2019","0.8913","0.8785","0.8948","0.8734","","1.35%"
"02/01/2019","0.8794","0.8737","0.8903","0.8704","","0.68%"
"01/01/2019","0.8735","0.8722","0.8859","0.8643","","0.21%"
"12/01/2018","0.8717","0.8838","0.8874","0.8705","","-1.34%"
"11/01/2018","0.8835","0.8841","0.8917","0.8695","","-0.05%"
"10/01/2018","0.8839","0.8615","0.8849","0.8600","","2.62%"
"09/01/2018","0.8613","0.8623","0.8676","0.8463","","-0.05%"
"08/01/2018","0.8617","0.8554","0.8850","0.8522","","0.75%"
"07/01/2018","0.8553","0.8583","0.8640","0.8481","","-0.05%"
"06/01/2018","0.8557","0.8553","0.8690","0.8437","","0.07%"
"05/01/2018","0.8551","0.8280","0.8689","0.8273","","3.30%"
"04/01/2018","0.8278","0.8115","0.8296","0.8055","","2.02%"
"03/01/2018","0.8114","0.8200","0.8227","0.8015","","-1.04%"
"02/01/2018","0.8199","0.8055","0.8205","0.7965","","1.85%"
"01/01/2018","0.8050","0.8332","0.8392","0.7976","","-3.40%"
"12/01/2017","0.8333","0.8400","0.8535","0.8313","","-0.79%"
"11/01/2017","0.8399","0.8587","0.8655","0.8360","","-2.17%"
"10/01/2017","0.8585","0.8462","0.8640","0.8417","","1.44%"
