"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2016","7,588.00","7,648.00","7,770.00","7,565.00","","-0.74%"
"02/01/2016","7,644.61","7,730.00","7,950.00","7,634.00","","-1.10%"
"01/01/2016","7,730.00","7,752.50","7,915.00","7,662.50","","0.72%"
"12/01/2015","7,675.00","7,752.00","7,770.00","7,225.00","","-0.99%"
"11/01/2015","7,752.00","7,752.00","8,100.17","7,225.00","","-2.80%"
"10/01/2015","7,975.02","7,712.00","8,061.92","7,125.00","","3.41%"
"09/01/2015","7,712.00","7,445.00","7,852.92","7,125.00","","3.59%"
"08/01/2015","7,445.00","7,400.00","7,817.28","7,125.00","","0.61%"
"07/01/2015","7,400.00","7,318.00","7,755.71","7,099.95","","1.12%"
"06/01/2015","7,318.00","7,456.00","7,754.10","7,015.00","","-1.85%"
"05/01/2015","7,456.00","7,270.00","7,587.50","7,015.00","","2.56%"
"04/01/2015","7,270.00","7,260.00","7,501.00","6,975.00","","0.28%"
"03/01/2015","7,250.01","7,255.00","7,477.25","6,835.00","","-0.07%"
"02/01/2015","7,255.00","7,285.00","7,300.00","7,002.50","","0.14%"
"01/01/2015","7,245.00","7,030.00","7,335.00","6,822.50","","3.14%"
"12/01/2014","7,024.50","7,030.00","7,067.50","6,825.00","","-0.01%"
"11/01/2014","7,025.00","7,030.00","7,067.50","6,830.00","","-0.07%"
"10/01/2014","7,030.00","7,030.00","7,070.00","6,830.00","","0.00%"
"09/01/2014","7,030.00","6,865.00","7,060.00","6,830.00","","0.00%"
"08/01/2014","7,030.00","7,030.00","7,070.00","6,830.00","","2.78%"
"07/01/2014","6,840.00","7,030.00","7,065.00","6,830.00","","-2.63%"
"06/01/2014","7,025.00","7,030.00","7,061.00","6,830.00","","-0.07%"
"05/01/2014","7,030.00","7,030.00","7,060.00","6,830.00","","-1.35%"
"04/01/2014","7,126.42","7,025.00","7,140.53","6,788.65","","1.37%"
"03/01/2014","7,030.00","7,030.00","7,035.50","6,817.50","","0.00%"
"02/01/2014","7,030.00","7,030.00","7,030.00","6,817.50","","0.14%"
"01/01/2014","7,020.00","7,030.00","7,035.00","6,822.50","","1.15%"
"12/01/2013","6,940.50","7,030.00","7,040.00","6,822.50","","0.08%"
"11/01/2013","6,935.00","6,825.00","7,040.00","6,822.50","","-1.35%"
"10/01/2013","7,030.00","6,950.00","7,040.00","6,822.50","","3.76%"
"09/01/2013","6,775.00","6,825.00","7,035.00","6,825.00","","-3.63%"
"08/01/2013","7,030.00","7,020.00","7,120.00","6,822.50","","0.14%"
"07/01/2013","7,020.00","7,030.00","7,125.00","6,812.50","","-0.14%"
"06/01/2013","7,030.00","7,034.50","7,092.50","6,830.00","","-0.01%"
"05/01/2013","7,030.50","7,060.50","7,157.50","6,949.50","","-0.44%"
"04/01/2013","7,061.50","6,985.00","7,187.50","6,962.50","","-1.66%"
"03/01/2013","7,181.00","7,030.00","7,197.50","6,982.50","","2.15%"
"02/01/2013","7,030.00","7,190.00","7,201.25","6,980.00","","1.30%"
"01/01/2013","6,940.00","7,014.00","7,204.50","6,937.50","","-1.06%"
"12/01/2012","7,014.00","7,190.00","7,199.50","6,989.50","","-2.45%"
"11/01/2012","7,190.00","7,190.00","7,195.25","6,980.00","","0.00%"
"10/01/2012","7,190.00","7,037.00","7,204.25","6,988.50","","2.16%"
"09/01/2012","7,038.00","7,190.00","7,208.75","6,902.00","","-2.11%"
"08/01/2012","7,190.00","7,190.01","7,234.25","7,005.00","","0.00%"
"07/01/2012","7,190.01","7,190.24","7,227.50","7,005.00","","-0.01%"
"06/01/2012","7,190.47","7,250.00","7,261.25","6,945.00","","-0.82%"
"05/01/2012","7,250.00","6,996.50","7,265.00","6,855.00","","2.95%"
"04/01/2012","7,042.50","7,200.00","7,256.25","6,975.00","","-0.53%"
"03/01/2012","7,080.00","7,005.00","7,279.00","6,902.50","","-0.28%"
"02/01/2012","7,100.00","7,175.00","7,412.50","7,055.00","","-1.87%"
"01/01/2012","7,235.00","7,170.00","7,420.00","7,150.00","","-0.03%"
"12/01/2011","7,237.50","6,725.00","7,412.50","6,730.00","","5.23%"
"11/01/2011","6,877.50","6,700.00","7,007.50","6,650.00","","3.73%"
"10/01/2011","6,630.00","6,590.00","7,102.50","6,630.00","","-3.91%"
"09/01/2011","6,900.00","6,665.00","7,262.50","6,425.00","","2.03%"
"08/01/2011","6,762.50","6,650.00","7,250.00","6,400.00","","0.00%"
"07/01/2011","6,762.50","6,655.00","6,877.50","6,640.00","","-0.18%"
"06/01/2011","6,775.00","6,650.00","6,877.50","6,650.00","","-0.04%"
"05/01/2011","6,777.50","6,410.00","6,882.50","6,450.00","","2.30%"
"04/01/2011","6,625.00","6,425.00","6,662.50","6,445.00","","0.00%"
"03/01/2011","6,625.00","7,225.00","8,031.00","6,440.00","","-11.07%"
"02/01/2011","7,450.00","7,225.00","7,840.00","7,190.00","","0.00%"
"01/01/2011","7,450.00","7,100.00","7,750.00","6,940.00","","5.67%"
"12/01/2010","7,050.00","6,895.00","7,250.00","6,897.50","","1.81%"
"11/01/2010","6,925.00","6,850.00","7,150.00","6,865.00","","-1.77%"
"10/01/2010","7,050.00","6,800.00","7,150.00","6,650.00","","9.13%"
"09/01/2010","6,460.00","5,650.00","6,460.00","5,630.00","","14.74%"
"08/01/2010","5,630.00","5,050.00","5,630.00","5,050.00","","11.37%"
"07/01/2010","5,055.00","5,055.00","5,150.00","5,050.00","","0.10%"
"06/01/2010","5,050.00","5,060.00","5,065.00","5,050.00","","0.00%"
"05/01/2010","5,050.00","5,027.00","5,055.00","5,020.00","","0.60%"
"04/01/2010","5,020.00","5,020.00","5,050.00","5,020.00","","-0.10%"
"03/01/2010","5,025.00","5,050.00","5,050.00","5,020.00","","0.00%"
"02/01/2010","5,025.00","5,050.00","5,050.00","5,020.00","","0.00%"
"01/01/2010","5,025.00","5,010.00","5,050.00","5,000.00","","0.60%"
"12/01/2009","4,995.00","5,040.00","5,040.00","4,990.00","","-0.30%"
"11/01/2009","5,010.00","5,015.00","5,040.00","4,840.00","","-0.25%"
"10/01/2009","5,022.50","5,022.50","5,047.50","4,847.50","","-0.05%"
"09/01/2009","5,025.00","4,826.00","5,045.00","4,826.00","","3.59%"
"08/01/2009","4,851.00","4,810.00","4,930.00","4,810.00","","0.00%"
"07/01/2009","4,851.00","4,725.00","4,950.00","4,725.00","","-1.50%"
"06/01/2009","4,925.00","4,815.00","4,982.00","4,354.00","","0.51%"
"05/01/2009","4,900.00","4,950.00","5,065.00","4,488.00","","-0.31%"
"04/01/2009","4,915.00","4,915.00","5,041.00","4,875.00","","0.00%"
"03/01/2009","4,915.00","4,975.00","5,045.00","4,775.00","","2.18%"
"02/01/2009","4,810.00","4,792.00","5,011.00","4,700.00","","-0.23%"
"01/01/2009","4,821.00","4,929.00","5,109.00","4,539.00","","-3.10%"
"12/01/2008","4,975.00","5,195.00","5,370.00","4,975.00","","-0.10%"
"11/01/2008","4,980.00","5,035.00","5,060.00","4,875.00","","-1.82%"
"10/01/2008","5,072.50","5,007.50","5,072.50","4,837.50","","1.25%"
"09/01/2008","5,010.00","5,010.00","5,010.00","5,010.00","","5.47%"
"08/01/2008","4,750.00","4,650.00","4,750.00","4,650.00","","3.09%"
"07/01/2008","4,607.50","4,565.00","4,607.50","4,565.00","","3.61%"
"06/01/2008","4,447.00","4,392.00","4,447.00","4,392.00","","1.01%"
"05/01/2008","4,402.50","4,395.00","4,402.50","4,395.00","","-0.28%"
"04/01/2008","4,415.00","4,365.00","4,415.00","4,365.00","","1.05%"
"03/01/2008","4,369.00","4,309.00","4,369.00","4,309.00","","1.82%"
"02/01/2008","4,291.00","4,241.00","4,291.00","4,241.00","","0.30%"
"01/01/2008","4,278.00","4,228.00","4,278.00","4,228.00","","-0.26%"
"12/01/2007","4,289.00","4,239.00","4,289.00","4,239.00","","0.59%"
"11/01/2007","4,263.80","4,150.00","4,263.80","4,150.00","","1.22%"
"10/01/2007","4,212.50","4,165.00","4,212.50","4,165.00","","1.63%"
"09/01/2007","4,145.00","4,105.00","4,145.00","4,105.00","","3.24%"
"08/01/2007","4,015.00","3,965.00","4,015.00","3,965.00","","4.97%"
"07/01/2007","3,825.00","3,775.00","3,825.00","3,775.00","","10.87%"
"06/01/2007","3,450.00","3,405.00","3,450.00","3,405.00","","-0.03%"
"05/01/2007","3,451.00","3,406.00","3,451.00","3,406.00","","-5.61%"
"04/01/2007","3,656.00","3,606.00","3,656.00","3,606.00","","-39.07%"
"03/01/2007","6,000.00","5,970.00","6,000.00","5,970.00","","0.00%"
"02/01/2007","6,000.00","5,970.00","6,000.00","5,970.00","","0.00%"
"01/01/2007","6,000.00","5,975.00","6,000.00","5,975.00","","7.99%"
"12/01/2006","5,556.00","5,546.00","5,556.00","5,546.00","","0.00%"
"11/01/2006","5,556.00","5,546.00","5,556.00","5,546.00","","0.00%"
"10/01/2006","5,556.00","5,536.00","5,556.00","5,536.00","","0.02%"
"09/01/2006","5,555.00","5,505.00","5,555.00","5,505.00","","0.09%"
"08/01/2006","5,550.00","5,515.00","5,550.00","5,515.00","","3.74%"
"07/01/2006","5,350.00","5,300.00","5,350.00","5,300.00","","6.86%"
"06/01/2006","5,006.68","4,930.75","5,006.68","4,930.75","","11.26%"
"05/01/2006","4,500.00","4,450.00","4,500.00","4,450.00","","-0.11%"
"04/01/2006","4,505.00","4,455.00","4,505.00","4,455.00","","0.11%"
"03/01/2006","4,500.00","4,450.00","4,500.00","4,450.00","","-1.83%"
"02/01/2006","4,583.80","4,472.00","4,583.80","4,472.00","","7.04%"
"01/01/2006","4,282.50","4,245.00","4,282.50","4,245.00","","-0.64%"
"12/01/2005","4,310.00","4,270.00","4,310.00","4,270.00","","-0.35%"
"11/01/2005","4,325.00","4,275.00","4,325.00","4,275.00","","4.72%"
"10/01/2005","4,130.00","4,080.00","4,130.00","4,080.00","","2.61%"
"09/01/2005","4,025.00","3,975.00","4,025.00","3,975.00","","6.48%"
"08/01/2005","3,780.00","3,680.00","3,780.00","3,680.00","","2.16%"
"07/01/2005","3,700.00","3,620.00","3,700.00","3,620.00","","0.49%"
"06/01/2005","3,682.00","3,582.00","3,682.00","3,582.00","","5.74%"
"05/01/2005","3,482.00","3,382.00","3,482.00","3,382.00","","1.63%"
"04/01/2005","3,426.00","3,296.00","3,426.00","3,296.00","","8.42%"
"03/01/2005","3,160.00","3,150.00","3,160.00","3,150.00","","11.86%"
"02/01/2005","2,825.00","2,795.00","2,825.00","2,795.00","","-0.49%"
"01/01/2005","2,839.00","2,834.00","2,839.00","2,834.00","","1.21%"
"12/01/2004","2,805.00","2,800.00","2,805.00","2,800.00","","2.45%"
"11/01/2004","2,738.00","2,733.00","2,738.00","2,733.00","","2.36%"
"10/01/2004","2,675.00","2,670.00","2,675.00","2,670.00","","2.29%"
"09/01/2004","2,615.00","2,610.00","2,615.00","2,610.00","","1.95%"
"08/01/2004","2,565.00","2,560.00","2,565.00","2,560.00","","24.09%"
"07/01/2004","2,067.00","2,057.00","2,067.00","2,057.00","","0.58%"
"06/01/2004","2,055.00","1,960.00","2,055.00","1,960.00","","2.11%"
"05/01/2004","2,012.50","2,005.00","2,012.50","2,005.00","","0.00%"
"04/01/2004","2,012.50","2,005.00","2,012.50","2,005.00","","0.00%"
"03/01/2004","2,012.50","2,005.00","2,012.50","2,005.00","","0.12%"
"02/01/2004","2,010.00","2,000.00","2,010.00","2,000.00","","0.25%"
"01/01/2004","2,005.00","1,995.00","2,005.00","1,995.00","","0.00%"
"12/01/2003","2,005.00","1,995.00","2,005.00","1,995.00","","0.00%"
"11/01/2003","2,005.00","1,995.00","2,005.00","1,995.00","","0.63%"
"10/01/2003","1,992.50","1,985.00","1,992.50","1,985.00","","0.13%"
"09/01/2003","1,990.00","1,980.00","1,990.00","1,980.00","","-0.50%"
"08/01/2003","2,000.00","1,995.00","2,000.00","1,995.00","","-0.15%"
"07/01/2003","2,003.00","1,997.00","2,003.00","1,997.00","","0.65%"
"06/01/2003","1,990.00","1,980.00","1,990.00","1,980.00","","0.86%"
"05/01/2003","1,973.00","1,973.00","1,973.00","1,973.00","","0.00%"
"04/01/2003","1,973.00","1,973.00","1,973.00","1,973.00","","0.08%"
"03/01/2003","1,971.50","1,971.50","1,971.50","1,971.50","","-0.72%"
"02/01/2003","1,985.75","1,971.50","1,985.75","1,971.50","","0.29%"
"01/01/2003","1,980.00","1,960.00","1,980.00","1,960.00","","0.46%"
